path,change_type,classification,project_phase,purpose,canonical_or_supporting,cpp_impact,saa_impact,risk_level,human_review_required,validation_status,include_in_commit,notes
09-security-and-compliance/aws-artifact/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Artifact.md into the canonical repository structure,canonical,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Artifact.md -> 09-security-and-compliance/aws-artifact/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=09-security-and-compliance/aws-artifact/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
09-security-and-compliance/aws-audit-manager/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Audit Manager.md into the canonical repository structure,canonical,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Audit Manager.md -> 09-security-and-compliance/aws-audit-manager/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=09-security-and-compliance/aws-audit-manager/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
09-security-and-compliance/aws-certificate-manager/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Certificate Manager (ACM).md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Certificate Manager (ACM).md -> 09-security-and-compliance/aws-certificate-manager/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=09-security-and-compliance/aws-certificate-manager/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
09-security-and-compliance/aws-compliance-programs/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Compliance Programs.md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Compliance Programs.md -> 09-security-and-compliance/aws-compliance-programs/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=09-security-and-compliance/aws-compliance-programs/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
09-security-and-compliance/aws-kms/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS KMS (Key Management Service).md into the canonical repository structure,canonical,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS KMS (Key Management Service).md -> 09-security-and-compliance/aws-kms/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=09-security-and-compliance/aws-kms/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
09-security-and-compliance/aws-network-firewall/01-overview.md,renamed,learning-content,Phase 4,Migrate e) AWS Claude Network & Gateways/AWS Network Firewall.md into the canonical repository structure,canonical,awareness,architecture-and-design,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: e) AWS Claude Network & Gateways/AWS Network Firewall.md -> 09-security-and-compliance/aws-network-firewall/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=09-security-and-compliance/aws-network-firewall/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
09-security-and-compliance/aws-secrets-manager/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Secrets Manager.md into the canonical repository structure,canonical,mention-only,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Secrets Manager.md -> 09-security-and-compliance/aws-secrets-manager/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=09-security-and-compliance/aws-secrets-manager/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
09-security-and-compliance/aws-security-hub/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Security Hub.md into the canonical repository structure,canonical,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Security Hub.md -> 09-security-and-compliance/aws-security-hub/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=09-security-and-compliance/aws-security-hub/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
09-security-and-compliance/aws-shield/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Shield.md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Shield.md -> 09-security-and-compliance/aws-shield/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=09-security-and-compliance/aws-shield/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
09-security-and-compliance/aws-waf/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS WAF.md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS WAF.md -> 09-security-and-compliance/aws-waf/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=09-security-and-compliance/aws-waf/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
09-security-and-compliance/README.md,added,navigation,Phases 1-4 (f24d1b6),Provide current repository or learner navigation,supplementary,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,"CANONICAL-CONTENT-INVENTORY.csv navigation=category-index; quality=partial; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation, 7352a17 update, 235b319 update, f24d1b6 update"
09-security-and-compliance/security-and-compliance-overview/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Security and Compliance Center.md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Security and Compliance Center.md -> 09-security-and-compliance/security-and-compliance-overview/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=move-or-retain; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=09-security-and-compliance/security-and-compliance-overview/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
10-monitoring-management-and-deployment/amazon-codeguru/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon CodeGuru .md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon CodeGuru .md -> 10-monitoring-management-and-deployment/amazon-codeguru/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=10-monitoring-management-and-deployment/amazon-codeguru/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS CloudFormation Templates.md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS CloudFormation Templates.md -> 10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
10-monitoring-management-and-deployment/aws-cloudshell/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS CloudShell.md into the canonical repository structure,canonical,mention-only,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS CloudShell.md -> 10-monitoring-management-and-deployment/aws-cloudshell/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=10-monitoring-management-and-deployment/aws-cloudshell/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
10-monitoring-management-and-deployment/aws-codebuild/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS CodeBuild .md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS CodeBuild .md -> 10-monitoring-management-and-deployment/aws-codebuild/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=10-monitoring-management-and-deployment/aws-codebuild/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
10-monitoring-management-and-deployment/aws-codecommit/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS CodeCommit.md into the canonical repository structure,canonical,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS CodeCommit.md -> 10-monitoring-management-and-deployment/aws-codecommit/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=10-monitoring-management-and-deployment/aws-codecommit/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
